"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Clean Science and Technology Ltd","CLEAN","543318","Basic Materials","68593824","73246000","0.03","47280","","","/mutual-fund/holding-history/21594/580869/"
"Mahindra &Mah Fin","","","","","72244000","0.03","1092122","1092122","New",""
"Stl Networks Limit","","","","","69546000","0.03","3361344","","",""
"Bharti Airtel Ltd (Partly Paid Rs.1.25)","AIRTELPP","890157","Communication Services","68267035.2","68629000","0.03","48958","","","/mutual-fund/holding-history/21594/715100/"
"Aarti Pharmalabs Ltd","AARTIPHARM","543748","Healthcare","59487750","61493000","0.02","67500","","","/mutual-fund/holding-history/21594/1329646/"
"UPL Ltd Ordinary Shares (Partly Paid Rs.1)","UPLPP1","890209","Basic Materials","63412500","61478000","0.02","150000","","","/mutual-fund/holding-history/21594/2889731/"
"Titan Co Ltd","TITAN","500114","Consumer Cyclical","57179130","59369000","0.02","16700","","","/mutual-fund/holding-history/21594/1403/"
"Delta Corp Ltd","DELTACORP","532848","Consumer Cyclical","56805537.6","59294000","0.02","639702","","","/mutual-fund/holding-history/21594/320/"
"Oriental Carbon And Chemicals Ltd","OCCL","506579","Basic Materials","64666386","52327000","0.02","262200","","","/mutual-fund/holding-history/21594/1952/"
"Hero MotoCorp Ltd","HEROMOTOCO","500182","Consumer Cyclical","51240192","50367000","0.02","11688","","","/mutual-fund/holding-history/21594/540/"
"Indigo Paints Ltd Ordinary Shares","INDIGOPNTS","543258","Basic Materials","42204000","43178000","0.02","40000","","","/mutual-fund/holding-history/21594/402502/"
"Godrej Consumer Products Ltd","GODREJCP","532424","Consumer Defensive","36769096","38100000","0.01","30940","","","/mutual-fund/holding-history/21594/476/"
"ICICI Lombard General Insurance Co Ltd","ICICIGI","540716","Financial Services","32992805.6","32129000","0.01","17132","","","/mutual-fund/holding-history/21594/61147/"
"Latent View Analytics Ltd","LATENTVIEW","543398","Industrials","20284727.3","20743000","0.01","49858","","","/mutual-fund/holding-history/21594/717540/"
"TCI Express Ltd","TCIEXP","540212","Industrials","17732592.9","17825000","0.01","23414","","","/mutual-fund/holding-history/21594/52914/"
"Atul Ltd","ATUL","500027","Basic Materials","533900","542000","0","76","","","/mutual-fund/holding-history/21594/129/"
